CustomerID,Total_Revenue,Order_Count,Country,Customer_Cancellation_Count
12463,1200.78,4,Belgium,3.0
12464,957.05,8,Belgium,0.0
12465,682.1899999999999,2,Belgium,1.0
12468,657.54,2,Germany,1.0
12471,17388.649999999998,27,Germany,19.0
12472,6068.11,7,Germany,6.0
12473,2585.73,3,Germany,4.0
12474,6694.09,18,Germany,12.0
12475,669.38,1,Germany,0.0
12476,5898.42,11,Germany,9.0
12477,13219.74,6,Germany,3.0
12478,545.99,1,Greece,0.0
12479,473.2,1,Germany,2.0
12480,2885.63,4,Germany,0.0
12481,5003.82,10,Germany,1.0
12483,1910.98,8,Sweden,5.0
12484,3939.32,4,Spain,2.0
12488,1244.66,3,France,0.0
12489,298.93,1,France,0.0
12490,4859.93,10,France,0.0
12491,424.40000000000003,1,France,0.0
12492,227.21,2,Germany,0.0
12493,415.74,2,France,1.0
12494,1084.1,7,France,6.0
12497,953.1,1,Germany,0.0
12498,349.70000000000005,3,Germany,0.0
12500,4059.8199999999997,11,Germany,2.0
12501,2025.39,1,Germany,1.0
12502,2995.87,5,Spain,0.0
12504,428.04999999999995,2,Germany,2.0
12506,73.5,1,France,0.0
12507,1052.81,3,Spain,1.0
12508,397.88,2,France,0.0
12509,158.5,1,France,0.0
12510,814.5699999999999,2,Spain,0.0
12512,132.18,2,Israel,0.0
12513,558.29,1,France,1.0
12514,1017.6800000000001,1,Italy,0.0
12515,278.7,1,Italy,0.0
12516,1186.06,2,Germany,0.0
12517,2301.6,4,Germany,1.0
12518,1840.89,5,Germany,0.0
12519,276.84000000000003,1,Germany,0.0
12520,2346.2599999999998,5,Germany,1.0
12521,545.68,1,Germany,0.0
12522,156.72,2,Germany,0.0
12523,1699.77,11,France,2.0
12524,3945.72,8,Germany,0.0
12526,1172.66,3,Germany,0.0
12527,330.71000000000004,3,Germany,0.0
12528,1645.48,6,Germany,2.0
12530,1500.28,4,Germany,1.0
12531,125.22,1,Germany,0.0
12532,313.83000000000004,1,France,0.0
12534,981.18,1,Germany,0.0
12535,716.35,2,France,0.0
12536,4279.71,1,France,2.0
12538,363.95,1,Spain,0.0
12539,5568.35,4,Spain,1.0
12540,11580.24,17,Spain,2.0
12541,841.18,3,Spain,0.0
12544,316.7,1,Spain,1.0
12545,832.39,2,Spain,0.0
12546,1021.5,2,Spain,1.0
12547,151.8,2,Spain,0.0
12548,67.19999999999999,1,Spain,0.0
12550,824.83,1,Spain,0.0
12551,168.0,1,Spain,0.0
12552,317.82,1,Italy,0.0
12553,3278.28,10,France,4.0
12556,599.56,2,Spain,0.0
12557,11990.960000000001,5,Spain,0.0
12558,269.96,1,USA,1.0
12559,525.71,2,Germany,1.0
12560,1918.01,2,Germany,1.0
12561,238.85,1,Germany,0.0
12562,3385.7400000000002,7,France,0.0
12564,402.9,1,France,0.0
12565,145.92,1,Saudi Arabia,1.0
12566,297.65,1,Germany,1.0
12567,8609.28,10,France,1.0
12569,3152.69,32,Germany,3.0
12571,519.61,2,France,0.0
12572,912.42,2,Germany,1.0
12573,160.54000000000002,1,France,0.0
12574,182.45000000000002,1,France,0.0
12576,1315.83,5,Poland,1.0
12577,622.65,3,France,1.0
12578,2402.51,2,Italy,2.0
12579,386.42,1,France,2.0
12580,379.7,1,Germany,0.0
12581,179.71,1,Germany,0.0
12582,351.36,2,Finland,0.0
12583,6705.38,15,France,3.0
12584,2254.15,9,Italy,9.0
12585,1824.1,2,Germany,2.0
12586,196.94000000000003,1,Italy,1.0
12587,104.0,1,Finland,0.0
12588,174.89999999999998,1,Finland,0.0
12589,574.68,2,France,0.0
12590,9341.26,1,Germany,1.0
12591,368.85,1,Italy,0.0
12592,401.6,2,Germany,0.0
12593,382.09999999999997,3,France,0.0
12594,3208.2200000000003,9,Italy,1.0
12596,450.27,2,Spain,0.0
12597,3195.22,4,Spain,1.0
12598,2807.08,7,France,1.0
12599,888.58,7,France,0.0
12600,2311.04,10,Germany,1.0
12601,487.06,5,Germany,1.0
12602,153.12,1,France,0.0
12603,613.1999999999999,1,Germany,0.0
12604,236.18,2,France,0.0
12607,1579.51,1,USA,1.0
12609,964.85,3,Germany,0.0
12610,1747.54,4,Italy,2.0
12611,1193.32,1,Italy,0.0
12612,668.04,1,Germany,1.0
12613,3092.38,4,Germany,1.0
12614,315.6,1,Germany,0.0
12615,2093.19,4,France,0.0
12616,641.3,2,France,3.0
12617,352.98,1,France,0.0
12618,137.31,1,Italy,0.0
12619,2945.56,8,Germany,4.0
12620,1303.41,3,France,0.0
12621,12411.67,20,Germany,3.0
12622,162.1,1,Germany,0.0
12623,269.1,1,Germany,0.0
12624,569.13,2,France,0.0
12625,2413.82,2,Germany,1.0
12626,5954.4800000000005,9,Germany,4.0
12627,4082.53,6,Germany,0.0
12628,732.46,3,Germany,1.0
12630,1030.88,2,Finland,0.0
12631,480.5,1,Finland,0.0
12633,1929.98,4,Germany,1.0
12635,1509.18,2,Germany,0.0
12637,5804.9,8,France,2.0
12638,511.69,1,Sweden,0.0
12639,366.1,1,Sweden,0.0
12640,994.58,3,France,0.0
12641,145.9,1,Sweden,0.0
12642,905.26,3,Germany,0.0
12643,3041.64,6,France,0.0
12644,477.90999999999997,1,Germany,0.0
12645,1631.18,4,Germany,1.0
12646,1346.97,2,USA,0.0
12647,3146.82,12,Germany,1.0
12648,300.05,1,Germany,0.0
12649,569.51,3,Germany,1.0
12650,242.44,1,France,0.0
12651,114.0,1,France,0.0
12652,793.98,1,France,1.0
12653,2209.85,2,Israel,0.0
12654,529.98,5,Germany,0.0
12656,3619.17,5,France,3.0
12657,1427.18,4,France,1.0
12658,632.05,1,Germany,0.0
12659,73.67999999999999,1,France,0.0
12660,227.1,1,France,0.0
12662,3543.78,11,Germany,1.0
12664,4391.88,9,Finland,1.0
12665,45.0,1,Germany,1.0
12667,460.13,1,Finland,0.0
12668,3177.15,4,Germany,2.0
12669,1427.73,2,France,1.0
12670,2744.05,5,France,1.0
12672,225.9,1,France,0.0
12673,574.52,2,Germany,0.0
12674,1844.6,4,France,3.0
12676,1091.39,6,Sweden,0.0
12678,16481.46,10,France,1.0
12679,951.02,4,France,5.0
12680,790.81,4,France,0.0
12681,12365.54,22,France,5.0
12682,11019.82,31,France,0.0
12683,7612.57,14,France,5.0
12684,2073.63,6,France,0.0
12685,2575.08,6,France,0.0
12686,71.14,1,France,0.0
12688,4873.8099999999995,1,Israel,0.0
12689,1139.61,2,France,0.0
12690,335.01,1,France,0.0
12691,927.8,5,France,0.0
12693,711.91,4,Germany,2.0
12694,761.67,2,France,0.0
12695,582.1,4,France,0.0
12697,757.59,3,Sweden,2.0
12700,4525.99,4,France,2.0
12701,725.71,2,Germany,0.0
12702,201.0,1,Germany,0.0
12703,265.55,1,Germany,1.0
12704,1740.84,8,Finland,2.0
12705,6382.29,8,Germany,5.0
12707,603.42,1,France,0.0
12708,2442.91,10,Germany,6.0
12709,9400.52,15,Germany,11.0
12710,1023.02,3,Germany,1.0
12712,3928.13,13,Germany,4.0
12713,794.55,1,Germany,0.0
12714,4294.86,5,France,0.0
12715,263.36,1,Sweden,0.0
12716,963.49,2,France,0.0
12717,830.98,2,Greece,1.0
12718,202.25,1,France,0.0
12719,572.95,2,France,1.0
12720,5115.73,25,Germany,4.0
12721,2386.13,6,France,1.0
12722,979.63,4,France,2.0
12723,707.07,5,France,0.0
12724,923.41,4,France,0.0
12725,371.8,1,Italy,0.0
12726,2411.1,7,France,0.0
12727,3440.7,7,France,2.0
12728,728.33,4,France,0.0
12729,417.01,1,France,0.0
12731,18751.91,12,France,2.0
12732,218.26000000000002,1,France,0.0
12733,383.95,1,USA,0.0
12734,110.39999999999999,1,France,0.0
12735,689.5699999999999,2,France,0.0
12736,144.0,1,France,0.0
12738,137.35,1,Germany,0.0
12739,975.54,1,United Arab Emirates,0.0
12740,427.6,1,France,0.0
12743,540.13,2,Unspecified,0.0
12744,9120.39,4,Singapore,3.0
12747,4196.01,11,United Kingdom,0.0
12748,31650.78,206,United Kingdom,14.0
12749,4090.88,5,United Kingdom,3.0
12750,275.88,1,Poland,0.0
12752,4366.78,1,Norway,0.0
12753,21429.39,6,Japan,5.0
12754,3010.74,3,Japan,2.0
12755,3811.9500000000003,2,Japan,2.0
12756,112.08,1,Japan,0.0
12757,4176.75,9,Portugal,6.0
12758,2791.59,2,Portugal,0.0
12759,1411.44,3,Netherlands,0.0
12762,1702.52,2,Portugal,0.0
12763,494.08,2,Japan,0.0
12764,1693.88,1,Lebanon,0.0
12766,6457.63,7,Portugal,0.0
12769,1143.6,1,Brazil,0.0
12770,1351.45,1,Japan,0.0
12772,752.47,1,Portugal,0.0
12775,1281.04,5,Netherlands,1.0
12778,693.23,6,Netherlands,1.0
12779,3981.36,8,Poland,4.0
12781,786.74,2,Czech Republic,3.0
12782,1938.92,5,Portugal,1.0
12783,1295.87,4,Portugal,2.0
12784,476.82,1,Portugal,0.0
12785,255.95,1,Portugal,1.0
12787,418.66,3,Netherlands,0.0
12789,76.85,1,Netherlands,0.0
12790,294.92,1,Netherlands,0.0
12791,177.60000000000002,1,Netherlands,0.0
12792,344.54,1,Portugal,0.0
12793,461.48,2,Portugal,0.0
12794,860.41,2,Portugal,0.0
12795,318.48,1,Portugal,0.0
12797,226.03,1,Portugal,2.0
12798,6977.04,3,Japan,0.0
12802,397.58,1,Netherlands,1.0
12808,455.65000000000003,3,Portugal,0.0
12809,405.31,1,Portugal,1.0
12811,458.85,2,Portugal,0.0
12812,229.64000000000001,1,Japan,0.0
12814,85.92,1,Poland,0.0
12815,863.46,2,Poland,0.0
12816,452.2,2,Poland,0.0
12817,126.03999999999999,1,Austria,0.0
12818,1182.0800000000002,1,Austria,1.0
12820,942.34,4,United Kingdom,0.0
12821,92.72,1,United Kingdom,0.0
12822,948.88,2,United Kingdom,1.0
12823,1759.5,5,United Kingdom,0.0
12824,397.12,1,United Kingdom,0.0
12826,1474.72,7,United Kingdom,1.0
12827,430.15,3,United Kingdom,0.0
12828,1018.71,6,United Kingdom,0.0
12829,293.0,2,United Kingdom,1.0
12830,6814.64,6,United Kingdom,1.0
12831,215.05,1,United Kingdom,0.0
12832,383.03000000000003,2,United Kingdom,0.0
12833,417.38,1,United Kingdom,0.0
12834,312.38,1,United Kingdom,0.0
12836,2610.36,4,United Kingdom,0.0
12837,134.1,1,United Kingdom,0.0
12838,671.95,2,United Kingdom,0.0
12839,5591.42,14,United Kingdom,2.0
12840,2726.77,4,United Kingdom,2.0
12841,3991.58,25,United Kingdom,1.0
12842,1118.99,2,United Kingdom,0.0
12843,1702.26,8,United Kingdom,1.0
12844,325.96000000000004,2,United Kingdom,0.0
12845,354.09000000000003,4,United Kingdom,0.0
12847,843.64,1,United Kingdom,0.0
12849,992.65,2,United Kingdom,0.0
12851,131.81,1,United Kingdom,0.0
12852,311.55,1,United Kingdom,1.0
12853,1957.1000000000001,6,United Kingdom,3.0
12854,1316.25,3,United Kingdom,2.0
12855,38.1,1,United Kingdom,0.0
12856,2170.78,6,United Kingdom,2.0
12857,1106.4,2,United Kingdom,0.0
12863,521.2,1,United Kingdom,1.0
12864,147.12,1,United Kingdom,0.0
12865,1568.23,2,Austria,1.0
12866,499.12,1,Belgium,0.0
12867,4009.34,7,United Kingdom,3.0
12868,1607.0600000000002,6,United Kingdom,0.0
12871,380.64,2,United Kingdom,0.0
12872,599.97,2,United Kingdom,0.0
12873,374.0,1,United Kingdom,0.0
12875,343.2300000000001,2,United Kingdom,0.0
12876,2053.02,2,Belgium,0.0
12877,1535.77,12,United Kingdom,0.0
12878,854.99,2,United Kingdom,1.0
12879,573.22,3,United Kingdom,1.0
12881,298.0,1,United Kingdom,0.0
12882,1463.04,2,United Kingdom,0.0
12883,703.47,4,United Kingdom,0.0
12884,309.05,1,United Kingdom,0.0
12885,1175.22,3,United Kingdom,1.0
12886,1378.4,2,United Kingdom,1.0
12888,354.12,2,United Kingdom,2.0
12890,376.71999999999997,1,United Kingdom,0.0
12891,331.0,3,United Kingdom,0.0
12893,176.55,1,United Kingdom,0.0
12895,372.8,2,United Kingdom,1.0
12897,216.5,2,United Kingdom,0.0
12901,17654.54,28,United Kingdom,8.0
12902,138.68,1,United Kingdom,0.0
12904,496.06,2,United Kingdom,0.0
12906,2919.81,5,United Kingdom,0.0
12908,750.0,2,United Kingdom,2.0
12909,2178.67,5,United Kingdom,3.0
12910,3075.04,8,United Kingdom,0.0
12912,1662.3,5,United Kingdom,0.0
12913,2483.63,5,United Kingdom,0.0
12915,363.65,2,United Kingdom,0.0
12916,2944.95,4,United Kingdom,1.0
12917,594.0,1,United Kingdom,0.0
12919,1335.19,6,United Kingdom,2.0
12920,162.78,1,United Kingdom,0.0
12921,16587.09,37,United Kingdom,13.0
12922,405.38,1,United Kingdom,0.0
12923,171.57,1,United Kingdom,0.0
12924,925.75,4,United Kingdom,1.0
12925,694.05,2,United Kingdom,0.0
12928,2062.7,5,United Kingdom,0.0
12929,117.85,1,United Kingdom,1.0
12930,415.8,2,United Kingdom,2.0
12931,42055.96,15,United Kingdom,5.0
12933,607.53,3,United Kingdom,1.0
12935,2160.7,7,United Kingdom,1.0
12936,1063.9,4,United Kingdom,1.0
12937,1504.27,4,United Kingdom,0.0
12938,114.14,1,United Kingdom,0.0
12939,11581.8,8,United Kingdom,0.0
12940,899.69,2,United Kingdom,2.0
12942,675.6,3,United Kingdom,0.0
12944,604.51,2,United Kingdom,0.0
12945,462.95,1,United Kingdom,0.0
12947,1603.99,6,United Kingdom,5.0
12948,2064.95,7,United Kingdom,1.0
12949,4167.22,8,United Kingdom,2.0
12950,1843.0,3,United Kingdom,0.0
12951,1064.07,6,United Kingdom,2.0
12952,1387.79,4,United Kingdom,1.0
12953,329.85,1,United Kingdom,0.0
12955,4757.16,11,United Kingdom,3.0
12956,108.07,1,United Kingdom,0.0
12957,4017.54,8,United Kingdom,4.0
12962,266.39,2,United Kingdom,0.0
12963,1856.63,8,United Kingdom,1.0
12965,769.8100000000001,1,United Kingdom,0.0
12966,160.18,1,United Kingdom,0.0
12967,1660.9,2,United Kingdom,2.0
12968,135.95,1,United Kingdom,0.0
12970,405.47,4,United Kingdom,0.0
12971,11189.91,86,United Kingdom,3.0
12974,144.8,1,United Kingdom,0.0
12976,738.6,1,United Kingdom,0.0
12977,39.239999999999995,1,United Kingdom,0.0
12980,7374.900000000001,9,United Kingdom,3.0
12981,372.21999999999997,2,United Kingdom,0.0
12982,390.54,1,United Kingdom,1.0
12984,97.5,1,United Kingdom,0.0
12985,1239.38,2,United Kingdom,1.0
12987,558.7,2,United Kingdom,1.0
12988,505.82,1,United Kingdom,0.0
12989,6924.11,15,United Kingdom,4.0
12990,409.5,3,United Kingdom,0.0
12991,503.76,2,United Kingdom,0.0
12993,414.76,4,United Kingdom,0.0
12994,974.42,3,United Kingdom,2.0
12995,211.32,1,United Kingdom,1.0
12997,1226.89,4,United Kingdom,3.0
12999,455.88,3,United Kingdom,0.0
13000,534.85,3,United Kingdom,0.0
13001,9785.970000000001,13,United Kingdom,2.0
13002,120.94999999999999,1,United Kingdom,0.0
13003,149.05,3,United Kingdom,0.0
13004,5655.91,18,United Kingdom,4.0
13005,513.7,2,United Kingdom,1.0
13006,81.57,1,United Kingdom,0.0
13008,229.46999999999997,1,United Kingdom,1.0
13011,50.550000000000004,1,United Kingdom,0.0
13012,1646.8400000000001,8,United Kingdom,3.0
13013,4810.9400000000005,13,United Kingdom,2.0
13014,3466.2799999999997,10,United Kingdom,6.0
13015,3339.64,5,United Kingdom,0.0
13016,789.89,3,United Kingdom,0.0
13017,204.0,1,United Kingdom,0.0
13018,7277.7,28,United Kingdom,1.0
13021,2616.38,9,United Kingdom,3.0
13023,599.9,2,United Kingdom,0.0
13026,975.36,5,United Kingdom,3.0
13027,6912.0,6,United Kingdom,0.0
13028,661.3199999999999,2,United Kingdom,1.0
13029,1247.5,3,United Kingdom,0.0
13030,752.4399999999999,2,United Kingdom,0.0
13032,1010.1800000000001,2,United Kingdom,1.0
13033,190.55,1,United Kingdom,0.0
13034,642.77,2,United Kingdom,0.0
13035,921.88,2,United Kingdom,1.0
13037,881.07,3,United Kingdom,0.0
13038,908.46,3,United Kingdom,0.0
13040,676.99,2,United Kingdom,0.0
13043,516.42,1,United Kingdom,1.0
13044,560.47,1,United Kingdom,0.0
13045,305.28,1,United Kingdom,0.0
13046,629.31,2,United Kingdom,0.0
13047,3232.59,9,United Kingdom,8.0
13048,1819.41,4,United Kingdom,1.0
13049,656.6800000000001,2,United Kingdom,0.0
13050,5833.11,17,United Kingdom,11.0
13052,348.15000000000003,1,United Kingdom,0.0
13055,1214.41,3,United Kingdom,1.0
13058,271.40000000000003,3,United Kingdom,0.0
13059,183.4,1,United Kingdom,0.0
13060,307.53000000000003,1,United Kingdom,0.0
13061,248.61,1,United Kingdom,0.0
13062,346.98,1,United Kingdom,0.0
13064,1105.59,4,United Kingdom,0.0
13065,205.86,1,United Kingdom,0.0
13066,470.8,2,United Kingdom,1.0
13067,115.46000000000001,1,United Kingdom,0.0
13068,344.0,2,United Kingdom,0.0
13069,4431.44,24,United Kingdom,3.0
13070,228.8,1,United Kingdom,0.0
13072,177.15,1,United Kingdom,0.0
13075,919.61,1,United Kingdom,0.0
13077,728.02,4,United Kingdom,0.0
13078,12627.94,26,United Kingdom,17.0
13079,220.10000000000002,5,United Kingdom,0.0
13080,58.08,1,United Kingdom,0.0
13081,28337.38,11,United Kingdom,10.0
13082,3613.63,9,United Kingdom,1.0
13083,303.75,2,United Kingdom,0.0
13085,416.08,2,United Kingdom,1.0
13089,58762.08,97,United Kingdom,21.0
13090,8895.82,13,United Kingdom,4.0
13091,345.82,1,United Kingdom,1.0
13092,477.83,5,United Kingdom,1.0
13093,7832.47,8,United Kingdom,5.0
13094,1927.3200000000002,12,United Kingdom,4.0
13095,74.39999999999999,1,United Kingdom,0.0
13097,6003.22,10,United Kingdom,4.0
13098,28882.44,28,United Kingdom,13.0
13099,207.36,1,United Kingdom,0.0
13101,101.19,1,United Kingdom,0.0
13102,6424.09,24,United Kingdom,3.0
13103,243.94,1,United Kingdom,0.0
13104,1098.48,6,United Kingdom,0.0
13106,76.5,1,United Kingdom,1.0
13107,1531.6200000000001,4,United Kingdom,1.0
13108,350.06,1,United Kingdom,0.0
13109,786.54,2,United Kingdom,3.0
13110,1488.67,7,United Kingdom,1.0
13113,12245.960000000001,24,United Kingdom,16.0
13115,2294.78,4,United Kingdom,10.0
13116,501.14,1,United Kingdom,1.0
13117,984.91,8,United Kingdom,0.0
13118,1197.81,5,United Kingdom,2.0
13120,30.6,1,United Kingdom,0.0
13121,283.73,1,United Kingdom,1.0
13122,922.39,2,United Kingdom,0.0
13124,3756.33,3,United Kingdom,0.0
13126,2099.64,8,United Kingdom,2.0
13127,259.17,1,United Kingdom,0.0
13130,64.0,1,United Kingdom,0.0
13131,1073.3,3,United Kingdom,1.0
13132,77.3,1,United Kingdom,0.0
13133,109.8,2,United Kingdom,0.0
13134,1793.58,4,United Kingdom,3.0
13135,3096.0,1,United Kingdom,0.0
13136,2607.61,5,United Kingdom,6.0
13137,3603.29,8,United Kingdom,1.0
13138,962.39,6,United Kingdom,0.0
13139,5064.94,7,United Kingdom,1.0
13140,422.47,3,United Kingdom,0.0
13141,2388.75,5,United Kingdom,1.0
13142,307.09000000000003,1,United Kingdom,0.0
13144,110.95,1,United Kingdom,0.0
13145,618.52,4,United Kingdom,1.0
13146,228.91,1,United Kingdom,0.0
13147,712.8,4,United Kingdom,0.0
13148,3683.26,12,United Kingdom,5.0
13149,1676.06,4,United Kingdom,0.0
13151,1257.8700000000001,1,United Kingdom,1.0
13153,486.22,1,United Kingdom,0.0
13155,971.76,4,United Kingdom,0.0
13157,1741.22,4,United Kingdom,1.0
13158,1201.06,4,United Kingdom,0.0
13159,1429.35,4,United Kingdom,1.0
13160,91.8,1,United Kingdom,0.0
13161,112.75,1,United Kingdom,0.0
13162,1688.29,4,United Kingdom,1.0
13165,1021.48,2,United Kingdom,0.0
13166,417.2,1,United Kingdom,1.0
13167,779.33,4,United Kingdom,0.0
13168,1299.59,4,United Kingdom,1.0
13169,712.88,2,United Kingdom,0.0
13170,108.81,1,United Kingdom,0.0
13171,468.41,3,United Kingdom,2.0
13173,353.65000000000003,2,United Kingdom,0.0
13174,2738.82,3,United Kingdom,0.0
13176,481.49,1,United Kingdom,0.0
13177,282.45,1,United Kingdom,0.0
13178,5725.47,11,United Kingdom,0.0
13182,121.18,1,United Kingdom,0.0
13183,3957.78,9,United Kingdom,0.0
13184,1667.95,10,United Kingdom,2.0
13185,71.4,1,United Kingdom,0.0
13186,1575.89,3,United Kingdom,2.0
13187,236.02,1,United Kingdom,0.0
13188,114.6,1,United Kingdom,0.0
13189,260.68,2,United Kingdom,0.0
13192,911.94,2,United Kingdom,0.0
13193,112.08,1,United Kingdom,0.0
13194,60.7,1,United Kingdom,0.0
13196,1797.78,4,United Kingdom,0.0
13198,3401.2400000000002,6,United Kingdom,2.0
13199,9802.12,37,United Kingdom,1.0
13200,870.09,4,United Kingdom,0.0
13203,869.46,4,United Kingdom,0.0
13207,250.26000000000002,2,United Kingdom,0.0
13208,1193.17,5,United Kingdom,1.0
13209,5891.61,8,United Kingdom,3.0
13210,353.48,1,United Kingdom,0.0
13211,1095.42,3,United Kingdom,0.0
13212,786.83,3,United Kingdom,1.0
13213,1520.58,5,United Kingdom,1.0
13216,333.74,1,United Kingdom,0.0
13217,533.98,3,United Kingdom,2.0
13218,62.63999999999999,1,United Kingdom,0.0
13220,819.2900000000001,4,United Kingdom,0.0
13221,844.86,2,United Kingdom,0.0
13223,163.2,2,United Kingdom,0.0
13224,2152.95,2,United Kingdom,1.0
13225,6463.84,7,United Kingdom,1.0
13226,108.21000000000001,1,United Kingdom,0.0
13227,257.7,1,United Kingdom,0.0
13228,358.0,1,United Kingdom,0.0
13229,160.95,1,United Kingdom,0.0
13230,2755.63,14,United Kingdom,1.0
13232,1327.75,7,United Kingdom,0.0
13233,605.12,2,United Kingdom,0.0
13235,1031.07,1,United Kingdom,1.0
13236,744.85,2,United Kingdom,1.0
13238,700.73,4,United Kingdom,1.0
13239,329.56,1,United Kingdom,0.0
13240,648.7,4,United Kingdom,0.0
13242,270.40000000000003,3,United Kingdom,0.0
13243,585.12,1,United Kingdom,0.0
13244,121.74000000000001,1,United Kingdom,0.0
13245,430.5,1,United Kingdom,0.0
13246,1961.52,6,United Kingdom,1.0
13247,501.12,4,United Kingdom,0.0
13248,465.68,2,United Kingdom,0.0
13249,711.41,3,United Kingdom,0.0
13253,1030.4,2,United Kingdom,0.0
13255,399.51,2,United Kingdom,1.0
13258,672.83,3,United Kingdom,0.0
13259,283.18,1,United Kingdom,0.0
13260,557.62,1,United Kingdom,0.0
13261,944.1,2,United Kingdom,0.0
13262,200.29,1,United Kingdom,0.0
13263,7411.71,34,United Kingdom,0.0
13265,2092.66,5,United Kingdom,0.0
13266,3834.2599999999998,12,United Kingdom,7.0
13267,4521.49,19,United Kingdom,8.0
13268,3152.71,10,United Kingdom,4.0
13269,5343.28,15,United Kingdom,2.0
13270,590.0,1,United Kingdom,0.0
13271,211.49,1,United Kingdom,1.0
13272,276.56,2,United Kingdom,0.0
13273,138.98,1,United Kingdom,0.0
13276,590.9300000000001,2,United Kingdom,0.0
13277,258.4,4,United Kingdom,0.0
13278,542.73,1,United Kingdom,0.0
13279,137.75,1,United Kingdom,1.0
13280,798.46,3,United Kingdom,0.0
13282,1132.14,3,United Kingdom,3.0
13283,93.66,2,United Kingdom,0.0
13284,201.19,1,United Kingdom,1.0
13285,2709.12,4,United Kingdom,0.0
13291,361.11,1,United Kingdom,0.0
13292,578.9399999999999,2,United Kingdom,0.0
13294,873.74,2,United Kingdom,0.0
13295,201.20000000000002,1,United Kingdom,1.0
13296,87.4,1,United Kingdom,0.0
13297,2089.85,4,United Kingdom,0.0
13298,360.0,1,United Kingdom,0.0
13299,142.5,1,United Kingdom,0.0
13300,371.89,1,United Kingdom,1.0
13301,600.1899999999999,4,United Kingdom,0.0
13302,63.75,1,United Kingdom,0.0
